smiles,split
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,train
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,test
CC/C=C\C,train
CNC(=O)ON=C(CSC)C(C)(C)C ,train
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,test
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,train
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,test
O=C(c1ccccc1)c2ccccc2,test
CCCCCCCCCCCCCCCCCCCC,train
N(Nc1ccccc1)c2ccccc2 ,test
CCC(CC)CO,train
Oc1ccncc1,train
Cl\C=C/Cl,train
CC1CCCC1,train
CC(C)CC(C)O,train
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,val
CC(C)(C)CO,train
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,test
Cc1cc(no1)C(=O)NNCc2ccccc2,test
CC=C,train
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,train
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,train
O=C1c2ccccc2C(=O)c3ccccc13,test
CCCCCCC(C)O,train
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,test
CCCCc1ccccc1,train
O=C1NC(=O)C(=O)N1 ,val
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,val
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,val
CC(C)COC(=O)C,train
CC(C)C(C)(C)C,train
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,train
N#Cc1ccccc1C#N,train
Cc1cccc(c1)N(=O)=O,train
FC(F)(F)C(Cl)Br ,train
CNC(=O)ON=C(SC)C(=O)N(C)C,train
CCSCCSP(=S)(OC)OC,train
CCC(C)C,train
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,train
